init_id,id,description,has_stock,cost,weight,cr_number,mfg
POB13,POB13,"Flexible Hoses Kit 13Ft
2 Pack",False,88.75,2.51,,
POB14,POB14,"Flexible Hoses Kit 14Ft
2 Pack",True,85.0,7.0,,
POB15,POB15,"Flexible Hoses Kit 15Ft
2 Pack",False,86.76,7.0,,
POB16,POB16,"Flexible Hoses Kit 16Ft
2 Pack",True,89.38,3.3,,
POB17,POB17,"Flexible Hoses Kit 17Ft
2 Pack",False,92.0,3.3,,
POB18,POB18,"Flexible Hoses Kit 18Ft
2 Pack",True,94.61,3.5,,
POB19,POB19,"Flexible Hoses Kit 19Ft
2 Pack",False,95.3,3.5,,
POB20,POB20,"Flexible Hoses Kit 20Ft
2 Pack",True,96.5,3.6,,
POB22,POB22,"Flexible Hoses Kit 22Ft
2 Pack",True,112.5,3.9,,
POB24,POB24,"Flexible Hoses Kit 24Ft
2 Pack",False,120.0,4.1,,
POB26,POB26,"Flexible Hoses Kit 26Ft
2 Pack",True,130.0,4.31,,
POB28,POB28,"Flexible Hoses Kit 28Ft
2 Pack",False,140.0,14.0,,
POB30,POB30,"Flexible Hoses Kit 30Ft
2 Pack",False,142.5,4.8,,
POB35,POB35,Flexible Hoses Kit 35ft,False,155.0,4.2,,
POB46,POB46,"Flexible Hoses Kit 46ft
2 Pack",False,240.0,4.8,,
ROT10,ROT10,"Steering System Rotech 10ft
Universal
Cross Ref #: SS13710, 64-889930A10, 702755019374
Mfg Part #: ROTECH10",True,153.9,12.8,"SS13710, 64-889930A10, 702755019374",ROTECH10
ROT16,ROT16,"Steering System Rotech 16ft
Universal
Cross Ref #: SS13716, 64-889930A16, 702755019732
Mfg Part #: ROTECH16",True,153.9,15.0,"SS13716, 64-889930A16, 702755019732",ROTECH16
RT75,RT75,"Radiused Cable Tie 8"" 100pk
Order 1000 Get 15% off!!
Mfg Part #: 320107",True,8.39,0.3,,320107
RT85,RT85,"Zip Tie with Mounting Hole 8""
Universal 100pk 50lbs.",True,11.76,5.0,,
SPLITTUBING-15,SPLITTUBING-15,"Split conduit Tubing
ID 1.5"" Black
Sold by the foot",True,1.18,,,
SPLITTUBING-2,SPLITTUBING-2,"Split Conduit Tubing
ID 2"" Black
sold by the foot",True,2.54,,,
SSWHEEL,SSWHEEL,"Steering Wheel, Stainless
Universal Size: 15.5",True,69.54,4.0,,
SSWHEEL13,SSWHEEL13,"Steering Wheel, 13.5""
Universal Stainless",True,71.99,8.0,,
SS00501,SS00501,"Skegshield
Mercruiser Alpha I 85-90",True,107.0,1.5,,
SS00502,SS00502,"Skegshield
Mercruiser Alpha I Gen II
1991-2011",True,107.0,1.5,,
SS00503,SS00503,"Skegshield
Mercruiser Bravo I & III
1990-2011",True,107.0,1.5,,
SS00505,SS00505,"Skegshield
Mercury Mariner 135 - 200hp
Check Applicatin Chart",True,107.0,1.5,,
SS00506,SS00506,"Skegshield
Evinrude 85-140hp 2 Stroke
Does Not Fit HO Concave Skegs",True,107.0,1.5,,
SS00508,SS00508,"Skegshield
Evinrude E-tec 150-225hp 86-03
Cobra Drive",True,107.0,1.5,,
SS00513,SS00513,"Skegshield
Mercury Mariner 40-60hp
Check Application Chart",True,107.0,1.5,,
SS00514,SS00514,"Skegshield
Mercury Mariner 150-275hp
Check Application Chart",True,107.0,1.5,,
TW3,TW3,"Transom Wedge, Reverse Pair
TH",True,54.43,1.8,,
T4,T4,"Cable Tie 4"" 100pk",True,3.6,0.1,,
T71FC,T71FC,"Helm Rotary Rotech
W/o UFlex x34 Bezel
Cross Ref #: SH5094P, 64-889930A01, 702755021278",True,74.63,4.7,"SH5094P, 64-889930A01, 702755021278",
T8,T8,"Cable Tie 8"" 100pk",True,4.82,0.3,,
UC128ENDCAP,UC128ENDCAP,"Ram Seal Kit with Cap
UFlex Steering Rams 2 required
Comes with 2 caps!",True,67.37,0.2,,
UP28T-SVS-X70,UP28T-SVS-X70,"Tilt Helm Hi Performance 1.7ci
Uflex Silver Steer 1500 psi
w/Tilt Mechanism
Mfg Part #: UP28T-SVS-X70",False,672.83,10.0,,UP28T-SVS-X70
UP39T-SVS-X70,UP39T-SVS-X70,"Tilt Helm Hi Performance 2.4ci
Uflex Silver Steer 1500 psi
w/Tilt Mechanism
Mfg Part #: UP39T-SVS-X70",False,561.0,10.0,,UP39T-SVS-X70
WDPUMP50,WDPUMP50,"Washdown Pump
60 PSI 5GPM 12V",True,66.2,6.67,,
X34,X34,"Mounting Bezel 90Deg
Uflex
Cross Ref #: SB27484, 702755022145
Mfg Part #: 64-889930A02",True,21.3,1.0,"SB27484, 702755022145",64-889930A02
1MSBN,1MSBN,"Rocker Switch Assembly
Single Position Momentary
Single Pole / Black/Non-Illum",True,3.2,,,
1MSBY,1MSBY,"Rocker Switch Assembly
Single Position Momentary
Single Pole / Black / Illum",True,5.77,,,
1MSGN,1MSGN,"Rocker Switch Assembly
Single Position Momentary
Single Pole / Grey / Non-Illum",True,4.01,,,
1MSGY,1MSGY,"Rocker Switch Assembly
Single Position Momentary
Single Pole / Grey / Illum",True,6.91,,,
1MSRN,1MSRN,"Rocker Switch Assembly
Single Position Momentary
Single Pole / Red / Non-Illum",True,3.24,,,
1MSWN,1MSWN,"Rocker Switch Assembly
Single Position Momentary
Single Pole / White/Non-Illum",True,3.44,,,
1MSWY,1MSWY,"Rocker Switch Assembly
Single Position Momentary
Single Pole / White / Illum",True,5.95,,,
1ODBN,1ODBN,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / Black/Non-Illum",True,4.54,,,
1ODBY,1ODBY,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / Black/Illum",True,5.97,,,
1ODGN,1ODGN,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / Grey/Non-Illum",True,7.21,,,
1ODGY,1ODGY,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / Grey/Illum",True,7.11,,,
1ODRN,1ODRN,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / Red/Non-Illum",True,6.44,,,
1ODWN,1ODWN,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / White/Non-Illum",True,6.64,,,
1ODWY,1ODWY,"Rocker Switch Assembly
Single Position, On & Off
Double Pole / White/Illum",True,6.15,,,
1OSBN,1OSBN,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / Black/Non-Illum",True,3.43,,,
1OSBY,1OSBY,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / Black / Illum",True,6.76,,,
1OSGN,1OSGN,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / Grey/Non-Illum",True,4.23,,,
1OSGY,1OSGY,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / Grey/Illum",True,7.9,,,
1OSRN,1OSRN,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / Red/Non-Illum",True,3.46,,,
1OSWN,1OSWN,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / White/Non-Illum",True,3.67,,,
1OSWY,1OSWY,"Rocker Switch Assembly
Single Position, On & Off
Single Pole / White/Illum",True,6.94,,,
12,12,"Heat Shrink 1/2"" Black - 4 Ft
Mfg Part #: BEHS-1/2BK",True,7.2,,,BEHS-1/2BK
12,12,"Heat Shrink 1/2"" Red - 4 Ft
Mfg Part #: BEHS-1/2RD",True,7.2,,,BEHS-1/2RD
14,14,"Triplex Cable 14 Gauge FT
Black, Green, White Wires",True,0.8,0.1,,
14,14,"Heat Shrink 1/4"" Red 1 FT
Mfg Part #: BEHS-1/4R",True,1.48,0.1,,BEHS-1/4R
1503,1503,"M12 Acorn Nut
Fits Uflex Helms only!",False,36.89,0.4,,
15054-001,15054-001,"Actuator 2 1/4"" Stroke 6' Wire
Lenco
Deutsh Conn. & 5/16"" Hdwr
Mfg Part #: 15054-001",True,212.51,3.22,,15054-001
15070-001,15070-001,"Trim Tab Switch Kit w/LED
Lenco
Control Box ,Key Pad, Pigtail
Mfg Part #: 15170-001",True,338.4,1.25,,15170-001
15096-001,15096-001,"Rocker Switch Single HL
Lenco Trim Tabs
Deutsch Conn 30"" Pwr Lead",True,50.57,0.31,,
15169-001,15169-001,"Standard Integrated Switch Kit
Lenco
Single
Mfg Part #: 15169-001",True,199.25,1.5,,15169-001
15920,15920,"Lanyard Assy
Mercury
Cross Ref #: 15920A54, 8M0092850, 823037A09, 86352, 86352A48, 86352A54
Mfg Part #: 15920Q54",True,13.35,0.1,"15920A54, 8M0092850, 823037A09, 86352, 86352A48, 86352A54",15920
16,16,"Duplex Cable DC 16 Gauge FT
Red & Black w/ White Jacket",False,0.4,,,
16,16,"Wire 16 AWG Blue 100ft Roll
UL Fine Strand Tinned Copper",True,12.85,0.0163,,
16,16,"Wire 16 AWG Red 100ft Roll
UL Fine Strand Tinned Copper",True,12.85,0.0163,,
18,18,"Heat Shrink 3:1 1/8"" Red FT
Mfg Part #: BEHS-1/8R",True,1.61,0.1,,BEHS-1/8R
2-0895,2-0895,"Drain Plug Aluminum 1 ""
Turn Tite",True,1.6,0.1,,
2-0899,2-0899,"Drain Plug Brass 1""
Turn Tite
Cross Ref #: 39729899008",True,1.96,0.2,39729899008,
2,2,Lug Open End 2 Gauge 3/8 5pk,True,4.8,0.2,,
2-382,2-382,"Closed End Lug 2 GA 3/8"" 2pk",True,4.02,0.04,,
2,2,Lug Open End 2 Gauge 5/16 5pk,True,5.0,0.2,,
2-562,2-562,"Closed End Lug 2 GA 5/16"" 2pk",True,2.41,0.1,,
2MDBN,2MDBN,"Rocker Switch Assembly
2 Position, Momentary
Double Pole / Black/Non-Illum",True,5.7,,,
2MDGN,2MDGN,"Rocker Switch Assembly
2 Position, Momentary
Double Pole / Grey/Non-Illum",True,6.51,,,
2MDRN,2MDRN,"Rocker Switch Assembly
2 Position, Momentary
Double Pole / Red/Non-Illum",True,5.73,,,
2MDWN,2MDWN,"Rocker Switch Assembly
2 Position, Momentary
Double Pole / White/Non-Illum",True,5.94,,,
2MSBN,2MSBN,"Rocker Switch Assembly
2 Position, Momentary
Single Pole / Black/Non-Illum",True,3.85,,,
2MSGN,2MSGN,"Rocker Switch Assembly
2 Position, Momentary
Single Pole / Grey/Non-Illum",True,4.65,,,
2MSRN,2MSRN,"Rocker Switch Assembly
2 Position, Momentary
Single Pole / Red/Non-Illum",True,3.88,,,
2MSWN,2MSWN,"Rocker Switch Assembly
2 Position, Momentary
Single Pole / White/Non-Illum",True,4.09,,,
2ODBN,2ODBN,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / Black/Non-Illum",True,5.66,,,
2ODBY,2ODBY,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / Black/Illum",False,7.06,,,
2ODGN,2ODGN,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / Grey/Non-Illum",True,6.46,,,
2ODGY,2ODGY,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / Grey/Illum",False,7.92,,,
2ODRN,2ODRN,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / Red/Non-Illum",True,5.69,,,
2ODWN,2ODWN,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / White/Non-Illum",True,5.9,,,
2ODWY,2ODWY,"Rocker Switch Assembly
2 Position, On & Off
Double Pole / White/Illum",False,7.35,,,
2OSBN,2OSBN,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / Black/Non-Illum",True,4.54,,,
2OSBY,2OSBY,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / Black/Illum",True,6.41,,,
2OSGN,2OSGN,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / Grey/Non-Illum",True,5.35,,,
2OSGY,2OSGY,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / Grey/Illum",True,7.27,,,
2OSRN,2OSRN,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / Red/Non-Illum",True,4.58,,,
2OSWN,2OSWN,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / White/Non-Illum",True,4.78,,,
2OSWY,2OSWY,"Rocker Switch Assembly
2 Position, On & Off
Single Pole / White/Illum",True,6.71,,,
20141-001,20141-001,"Trim Tab Blade Standard
Lenco 9""L x 12""W
Mfg Part #: 20141-001",True,107.45,4.91,,20141-001
20160-001,20160-001,"Trim Tab Blade
Lenco 12""L x 12""W
Edge Mount
Mfg Part #: 20160-001",True,147.44,6.32,,20160-001
269125,269125,"Latch, Compartment
Seadoo
Mfg Part #: 269-501-125",True,4.29,0.04,,269-501-125
3-3401,3-3401,"Brass Barb 1/4"" x 1/4 NPT
Universal
Cross Ref #: 39729334011",True,3.09,0.1,39729334011,
3-3430,3-3430,"Brass Barb 5/16"" x 1/4"" NPT
Universal
Cross Ref #: 173311, 18-8055, 39729334301, 9-38016
Mfg Part #: 22-63186",True,2.16,0.1,"173311, 18-8055, 39729334301, 9-38016",22-63186
3-5752,3-5752,"Fuel Tank Sender 10 Inch
Universal
Cross Ref #: 39729752105",False,38.68,5.94,39729752105,
315-014,315-014,"Fuel Hose Type B 1/4 ID per FT
MPI Black
Oetiker Clamp # 4-133",True,0.94,0.1,,
315-038,315-038,"Fuel Hose TypeB 3/8 ID per FT
MPI Black
Oetiker Clamp # 4-170",True,1.13,0.1,,
315-056,315-056,"Fuel Hose Type B 5/16"" per FT
MPI Black
Oetiker Clamp # 4-153",True,0.87,0.08,,
316,316,"Heat Shrink 3:1 3/16 Red FT
Mfg Part #: BEHS-3/16R",False,2.09,0.1,,BEHS-3/16R
350-HTB,350-HTB,"Hydraulic Tie Bar
For Cat style engine setups",True,142.03,1.5,,
37100-96J16,37100-96J16,"Twin Engine Switch Panel OEM
Suzuki w/ Emergency Cut Off
Includes Wires, hrdwr, & Lnyrd
Cross Ref #: 37100-96J17
Mfg Part #: 37100-96J16",True,258.99,2.0,37100-96J17,37100-96J16
37100-96J26,37100-96J26,"Single Engine Switch Panel OEM
Suzuki w/ Emergency Cut Off
Includes Wires, hrdwr, & Lnyrd
Cross Ref #: 37100-96J27
Mfg Part #: 37100-96J26",False,138.86,1.5,37100-96J27,37100-96J26
4,4,"German Style Hose Clamp
min to max 40-63mm/ 1.56-2.46""
316 Stainless Steel",True,1.1,0.015,,
4,4,"German Style Hose Clamp
min to max 46-70mm/ 1.79-2.73""
316 Stainless Steel",True,1.11,0.015,,
4,4,"German Style Hose Clamp
min to max 52-76mm/ 2.03-2.96""
316 Stainless Steel",True,1.14,0.015,,
4,4,"German Style Hose Clamp
min to max 59-82mm/ 2.30-3.20""
316 Stainless Steel",True,1.18,0.015,,
4,4,"Lug Open End 4 GA 1/4"" 5pk",True,3.69,0.1,,
4-14C,4-14C,"German Style Hose Clamp
min to max 65-89mm/ 2.54-3.47""
316 Stainless Steel",True,1.35,0.015,,
4,4,"German Style Hose Clamp
min to max 72-95mm/ 2.81-3.71""
316 Stainless Steel",True,1.28,0.015,,
4,4,"German Style Hose Clamp
min to max 78-101mm/ 3.04-3.94
316 Stainless Steel",True,1.35,0.015,,
4,4,"German Style Hose Clamp
min to max 84-108mm/ 3.28-4.21
316 Stainless Steel",True,1.38,0.015,,
4-170,4-170,"Ear Clamp, 10 pack 11/16""
14.5-17mm / .571-.669""
Band Dim 7x0.6mm 316 SS",True,3.85,0.015,,
4,4,"German Style Hose Clamp
min to max 91-114mm/3.55-4.45""
316 Stainless Steel",True,1.44,0.015,,
4,4,"German Style Hose Clamp
min to max105-127mm/4.09-4.95""
316 Stainless Steel",True,1.52,0.015,,
4,4,"German Style Hose Clamp
min to max 11-20mm/0 .43-0.78""
316 Stainless Steel",True,0.83,0.015,,
4,4,"German Style Hose Clamp
min to max118-140mm/4.60-5.46""
316 Stainless Steel",True,1.56,0.015,,
4,4,"German Style Hose Clamp
min to max130-152mm/5.07-5.93""
316 Stainless Steel",True,1.62,0.015,,
4,4,"German Style Hose Clamp
min to max141-165mm/5.50-6.43""
316 Stainless Steel",True,1.67,0.015,,
4,4,"German Style Hose Clamp
min to max 13-23mm/ 0.51-0.90""
316 Stainless Steel",True,0.86,0.015,,
4,4,Lug Open End 4 Gauge 3/8 5pk,True,2.73,0.1,,
4-382,4-382,"Closed End Lug 4 GA 3/8"" 2pk",True,2.57,0.05,,
4,4,"German Style Hose Clamp
min to max 14-27mm/0.55-1.05""
316 Stainless Steel",True,0.86,0.015,,
4,4,"German Style Hose Clamp
min to max 18-32mm/ 0.70-1.25""
316 Stainless Steel",True,0.9,0.015,,
4,4,Lug Open End 4 Gauge 5/16 5pk,True,3.49,0.1,,
4-562,4-562,"Closed End Lug 4 GA 5/16"" 2pk",True,2.57,0.04,,
4,4,"German Style Hose Clamp
min to max 21-38mm/ 0.82-1.48""
316 Stainless Steel",True,0.92,0.015,,
4,4,"German Style Hose Clamp
min to max 21-44mm/0.82-1.72""
316 Stainless Steel",True,0.96,0.015,,
4,4,"Cable 4ga Blk 18"" 5/16 Ring
Type III Bare Copper Strand",True,12.32,0.5,,
4TECH07,4TECH07,"Steering System Fourtech 7ft
Universal
High efficiency & Flexibility",True,166.86,11.0,,
4TECH08,4TECH08,"Steering System Fourtech 8ft
Universal
High efficiency & Flexibility",False,166.86,12.0,,
4TECH09,4TECH09,"Steering System Fourtech 9ft
Universal
High efficiency & Flexibility",False,166.86,12.2,,
4TECH10,4TECH10,"Steering System Fourtech 10ft
Universal
High efficiency & Flexibility",False,166.86,12.8,,
4TECH11,4TECH11,"Steering System Fourtech 11ft
Universal
High efficiency & Flexibility",False,166.86,12.9,,
4TECH12,4TECH12,"Steering System Fourtech 12ft
Universal
High efficiency & Flexibility",False,166.86,13.6,,
4TECH13,4TECH13,"Steering System Fourtech 13ft
Universal
High efficiency & Flexibility",False,166.86,15.0,,
4TECH14,4TECH14,"Steering System Fourtech 14ft
Universal
High efficiency & Flexibility",True,166.86,14.0,,
4TECH15,4TECH15,"Steering System Fourtech 15ft
Universal
High efficiency & Flexibility",True,166.86,15.0,,
4TECH16,4TECH16,"Steering System Fourtech 16ft
Universal
High efficiency & Flexibility",True,166.86,15.0,,
4TECH17,4TECH17,"Steering System Fourtech 17ft
Universal
High efficiency & Flexibility",False,166.86,15.1,,
4TECH18,4TECH18,"Steering System Fourtech 18ft
Universal
High efficiency & Flexibility",False,166.86,15.5,,
4TECH19,4TECH19,"Steering System Fourtech 19ft
Universal
High efficiency & Flexibility",True,166.86,16.0,,
4TECH20,4TECH20,"Steering System Fourtech 20ft
Universal
High efficiency & Flexibility",False,166.86,16.0,,
40875,40875,"Uflex Helm Repair Kit
Fits UP Series Helms",False,24.3,,,
43242,43242,"Cable Throttle
Mercury
Mfg Part #: 43242T03",True,21.73,0.15,,43242
55-1781,55-1781,"Bearing Buddy
ID 1.781",False,17.5,,,
55-2441,55-2441,"Bearing Buddy SS
Hub Size 2.441
Fits HK12, BD12, HK12G",False,29.64,,,
55-2562,55-2562,"Bearing Buddy
ID 2.562",False,33.26,,,
6,6,Lug Open End 6 Gauge 1/4 5pk,True,2.41,0.05,,
6,6,Lug Open End 6 Gauge 5/16 5pk,True,2.41,0.05,,
6-562,6-562,"Closed End Lug 6 Ga 5/16"" 2pk",True,2.25,0.05,,
6,6,"Battery Boot, Red 6 Gauge",True,1.75,0.01,,
620003,620003,"Fuel Tank 3 Gal
Portable 3Gl/11L Ultra",True,41.44,,,
620049,620049,"Fuel Tank 6 Gal
Portable 6Gl/23L Ultra 6",True,47.26,,,
700HSTEER,700HSTEER,"Hydraulic Steering System
Pro Series",True,626.71,29.0,,
700HSTEER-CYL,700HSTEER-CYL,"Hydraulic Steering Cylinder
Compatible with 700HSTEER",True,362.29,,,
74049,74049,"Outboard Motor Lock
Fits Most Small Outboards
5/16"" - 18 Thread",True,26.06,0.5,,
8,8,"Battery Cable 8 Gauge Black Ft
UL Fine Strand Tinned Copper",False,1.35,0.15,,
8,8,"Battery Cable 8 Gauge Red Ft
UL Fine Strand Tinned Copper",False,1.35,,,
820675,820675,"Thru Hull, Steering Cable
Sport Jet
PNLA
Mfg Part #: 820675",True,6.63,0.1,,820675
820677,820677,"Thru Hull, Control Cable
Sport Jet
Mfg Part #: 820677A1",False,5.34,0.03,,820677
858078,858078,"Hydraulic Helm Steering Fluid
Mercury
Cross Ref #: 826485A1, 862014Q1
Mfg Part #: 858078Q01",True,19.46,1.5,"826485A1, 862014Q1",858078
881170,881170,"Remote Control, Side Mount
Mercury Elec Start No Pwr Trim
Mfg Part #: 8M0178526",True,391.27,9.6,,8M0178526
896500,896500,"Steering Cylinder Kit
Mercury 200-350HP 05-08
Cross Ref #: 8M0118141, 880659T, 896500A01
Mfg Part #: 896500A01",False,694.83,10.8,"8M0118141, 880659T, 896500A01",896500
896500,896500,"Steering Cylinder Kit Reman
Mercury 200-350HP 05-08
200$ Core Charge!!!
Cross Ref #: 8M0118141, 880659T
Mfg Part #: 896500A01",False,694.83,10.8,"8M0118141, 880659T",896500
95-BK22,95-BK22,"Bearing Kit 1 1/4""",False,11.5,,,
95-BK32,95-BK32,"Bearing Kit 3/4""",False,10.8,,,
95-HK12GLS,95-HK12GLS,6 Bolt Hub Kit - Long Stud,False,65.38,,,
95-HK3,95-HK3,"Hub Kit 4 Hole 1"" Spin",False,17.58,6.0,,
98889,98889,"Latch, Control Cable Retainer
Mercury
Cross Ref #: 98889
Mfg Part #: 98889",True,3.03,0.003,98889,98889
A7004,A7004,"Flush Kit
Seadoo 95-97
Single Engine Jet Boat",True,37.33,0.3,,
A8588,A8588,"Flush Kit
Yamaha, Old Style
Tigershark",True,16.5,0.31,,
CR144,CR144,"Connecting Rod Hot Rods
Seadoo 580cc",True,66.19,1.2,,
CR145,CR145,"Connecting Rod, Mag Side
Seadoo 717 / 720cc",True,80.25,1.2,,
CR146,CR146,"Connecting Rod PTO Side
Seadoo 717 / 720cc",False,80.25,1.3,,
CR147,CR147,"Connecting Rod Hot Rods
Seadoo 650cc",True,80.25,1.2,,
CR182,CR182,"Connecting Rod Hot Rods
Seadoo 951cc All Carb
Sub 02542",True,86.42,1.6,,
CR183,CR183,"Connecting Rod Hot Rods
Seadoo 951cc All DI",False,86.42,1.4,,
D3052,D3052,"Starter
Seadoo 95-99 All 800cc Carb
98 GTX RFI
Cross Ref #: 278001301
Mfg Part #: 278-000-577",False,122.41,5.3,278001301,278-000-577
FL5809,FL5809,"LA Sleeve
Seaddo Spark 900 HO",False,63.05,1.2,,
FX140CR,FX140CR,"Crankshaft, Reman
Yamaha FX 140
$200 Core charge",False,331.53,30.0,,
G5332,G5332,"Bearing Housing Complete
1800cc FXHO,FX SVHO,FZR, 08-17
VXR, Jet Boat
Mfg Part #: 6S5-45332-00-94",False,152.39,2.3,,6S5-45332-00-94
HR203,HR203,"Web, Crankshaft
Kawasaki 650",True,90.05,6.1,,
HR205,HR205,"Web, Crankshaft
Kawasaki 750 Zxi, SX
1996 & Up",True,90.05,6.0,,
J12411,J12411,"Thermostat 140° F
Yamaha 1.8L Waverunner
Jetboat
Mfg Part #: 6D3-12411-00-00",True,115.61,0.1,,6D3-12411-00-00
PL-A55,PL-A55,"Impeller, Nu Jet 13/19 148mm
Polaris 96-97 SL 900
03-04 MSX 150
Cross Ref #: 5131337, 5134338",False,173.41,3.0,"5131337, 5134338",
PM629,PM629,"Bearing Kit, Jet Pump
Yamaha 97-00 760/800/1200
with Imp. Housing #513122-1
Cross Ref #: 93101-25M50-00, 93102-17M49-00, 93102-17M50-00, 93102-25M34-00, 93306-205U0-00, 93306-304U1-00",False,34.92,0.8,"93101-25M50-00, 93102-17M49-00, 93102-17M50-00, 93102-25M34-00, 93306-205U0-00, 93306-304U1-00",
PRO31,PRO31,"Reed Kit, Boyesen
Polaris 95-97 All Modified 780
SL/SLT/SLX
Mfg Part #: 3240064",True,98.27,0.3,,3240064
PRO38,PRO38,"Reed Kit, Boyesen
Yamaha 96-00 All 760cc
PWC Model
Mfg Part #: 64X-W0004-01-00",False,79.41,0.3,,64X-W0004-01-00
PRO74,PRO74,"Reed Kit, Boyesen
Tigershark 93-99 639/640/
644/770
Mfg Part #: 3008-075",False,71.34,0.3,,3008-075
PRO80,PRO80,"Reed Kit, Boyesen
Polaris 96-99 1050 Modified
SL/SLX/SLTX/SLXH
Mfg Part #: 5411252",False,111.06,0.3,,5411252
PRO82,PRO82,"Reed Kit, Boyesen
Polaris 96-99 All 1050cc
SL/SLX/SLTX/SLXH",False,111.06,0.3,,
S0812,S0812,"Gasket, Output Cover
Kawasaki All Models
2003-Later
Cross Ref #: 11061-3709
Mfg Part #: 11061-0812",True,3.49,0.5,11061-3709,11061-0812
S1093M,S1093M,"Starter
Polaris 92-02 650-1200
Except Oct/Freedom/Vir I/Gen I
Cross Ref #: 324-0110, 3240281, 401-0675, 4060118
Mfg Part #: 3240110",True,129.88,4.1,"324-0110, 3240281, 401-0675, 4060118",3240110
S1093MHT,S1093MHT,"Starter, Hi Torque
Polaris 92-02 650-1200
Except Oct/Freedom/Vir I/Gen I
Cross Ref #: 324-0110, 3240281, 401-0675, 4060118
Mfg Part #: 3240110",False,130.82,4.0,"324-0110, 3240281, 401-0675, 4060118",3240110
S1095MHT,S1095MHT,"Starter, Hi Torque
Yamaha 90-11 All 650/700/760
PWC Model
Cross Ref #: 6M6-81800-00-00, 64X-81800-00-00
Mfg Part #: 6M6-81800-10-00",True,117.95,4.0,"6M6-81800-00-00, 64X-81800-00-00",6M6-81800-10-00
S1097MHT,S1097MHT,"Starter, Hi Torque
Tigershark 94-99 639/644/770/
900/1000 PWC Model
Cross Ref #: 3008-093, 3008-536
Mfg Part #: 3008-327",True,129.95,4.1,"3008-093, 3008-536",3008-327
S1103MHT,S1103MHT,"Starter 9 Spline
Waverunner FX140 4-Stroke
Mfg Part #: 60E-81800-00",True,137.7,4.1,,0
S2000,S2000,"Gasket, Cylinder Head
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-11181-00-00
Mfg Part #: 6K8-11181-A1-00",False,13.45,0.2,6K8-11181-00-00,6K8-11181-A1-00
S2010,S2010,"Gasket, Carb Base
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-13556-00-00
Mfg Part #: 6K8-13556-A1-00",False,1.04,0.02,6K8-13556-00-00,6K8-13556-A1-00
S2020,S2020,"Gasket, Thermostat Cover
Yamaha WR500
C25/C30 Ouboard 1992-1997
Cross Ref #: 655-12414
Mfg Part #: 655-12414-A1-00",True,1.21,0.02,655-12414,655-12414-A1-00
S2070,S2070,"Gasket, Exhaust Cover 1
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-41124-A1-00, 6K8-41124-00-00
Mfg Part #: 6K8-41124",False,2.68,0.2,"6K8-41124-A1-00, 6K8-41124-00-00",6K8-41124
S2080,S2080,"Gasket, Exhaust Cover 2
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-41122-A1-00, 6K8-41122-00-00
Mfg Part #: 6K8-41122",False,2.68,0.2,"6K8-41122-A1-00, 6K8-41122-00-00",6K8-41122
S2090,S2090,"Gasket, Inner Exhaust Cover
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-41112-A1-00, 6K8-41112-00-00
Mfg Part #: 6K8-41112",False,2.68,0.2,"6K8-41112-A1-00, 6K8-41112-00-00",6K8-41112
S2100,S2100,"Gasket, Outer Exhaust Cover
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #:  6K8-41114-00-00, 6K8-41114-A1-00
Mfg Part #: 6K8-41114",False,3.35,0.2,"6K8-41114-00-00, 6K8-41114-A1-00",6K8-41114
S2110,S2110,"Gasket, Muffler Damper 1
Yamaha 88-93 All 500cc
PWC Model
Cross Ref #: 6K8-14739-A1-00, 6K8-14739-00-00
Mfg Part #: 6K8-14739",False,3.35,0.2,"6K8-14739-A1-00, 6K8-14739-00-00",6K8-14739
