"Item #","DESC 1","DESC 2","DESC 3","X-REF #","Weight","Retail","Dealer","On Hand"
"858087K01","SAE 25W40 Qt, Full Synthetic  ","Mercruiser Catalyst Compatable",,"858087K01           ",2.083,9.849,8.0384,0
"85980","Sizing Tool, Seal Ring        ","Mercury DFI Fuel System       ",,"91-8519802          ",0.02,15.7,12.87,2
"880118","Cartridge, DDT                ","Mercury                       ",,"91-880118A04        ",0.5,203.9796,156.0753,0
"9-56003","Port and Polishing Tool Kit   ","All Makes                     ","All Years                     ","9-56003             ",1.01,89.941,59.6452,0
"9-79813","Bearing Carrier Puller        ","Mercury  &  Yamaha            ",,"9-79813             ",7.8,304.4196,186.3417,0
"9-79816","Tester, Fuel                  ","Universal Ethanol Tester      ",,,0.05,7.9892,4.5905,0
"90330","Shim Tool, Lower Unit         ","Johnson/Evinrude V4 V6        ",,"OMC                 ",11.5,324.5975,198.6951,0
"904-1","Lifting Eye, Engine OE        ","Mercury/Forc/Sportjet/Honda   ",,"904551              ",1.281,55.72,45.69,2
"909570","Neoprene Dip                  ","All Makes                     ",,,1,20.49,17.33,5
"9250","Assembly Grease, 16oz         ","Green                         ",,"92-802868Q 1        ",1,8.5591,6.1104,0
"97352","Pincer, Hose                  ","Large Fuel Line               ",,,0.25,9.899,7.0693,9
"9811","Bushing Tool, Shift Shaft     ","Mercruiser Bravo I II III     ",,"91-17273            ",0.6,33.36,27.36,2
"98252","Wrench, Distributor           ",,,,1,6.8993,5.631,0
"9831P","Driver, Bearing Cup           ","Mercruiser MC I, R/MR/Apha I  ","Gen II & Outboards Forward Brg","36577T              ",2.5,31.17,25.97,0
"9857P","Holding Tool Driveshaft       ","Mercruiser MC-I, R,MR/Apha    ","Mercury Force 40hp & Up       ","56775T              ",3.01,215.68,129.41,1
"990-115","Inspection Light              ",,,,0.5,29.947,19.3309,0
"990-200","Porting Tool                  ",,,,2,66.5733,40.753,0
"991S","Dielectric Grease Tube .34oz  ",,,"349791              ",0.1,14.9485,6.6204,0
"99152","Pincer, Hose                  ","Small Fuel Line               ",,,0.2,9.899,8.0792,0
"9952","Gap Tool, Spark Plug          ",,,,0.25,2.9897,1.5199,0
"999-204","Gimbal Bearing PUller         ",,,,10,364.9535,223.4019,0
"ACC10","Steering System Accura 10ft   ","Universal                     ",,"SS13210             ",13.8,352.57,246.8,2
"AGMHC27","Battery, Odyssey Brute Force  ","12 Volt Non Spillable HD      ","HC100                         ",,0,398.93,398.93,0
"AGMHC31","Battery, Odyssey Brute Force  ","12V Non-Spill                 ",,,0,437.18,437.18,0
"AGM24M","Battery AGM                   ","24 Series 1000CCA             ","Gel Mat                       ",,0,285,215,3
"AGM27M","Battery AGM                   ","27 Series 1000CCA             ","Gel Mat                       ",,0,350,295.71,6
"AGM31M","Battery AGM                   ","31 Series 1000CCA             ","Gel Mat                       ",,0,375,295,9
"ATC30","Fuse 30 amp ATC Green 5 Pack  ","1/4"" Blade                    ",,,0.02,3.9791,2.0243,185
"ATC75","Fuse 7.5 amp ATC Brown 5 Pack ","1/4"" Blade                    ",,,0.02,3.9791,2.0243,40
"BBUSTER","Bleeding System, Hydr Steering","Power Purge Teleflex, Uflex   ",,"POWER PURGE         ",30.2,1470,1029.17,0
"BEZEL90","Bezel Kit  90 Degrees         ","Mechanical Helm Bezel Kit     ",,,0,20.1879,13.3836,0
"BHOSE-118","Hose, Heavy Duty Black        ","Livewell or Bilge             ","ID1-1/8"" OD 1-11/32""/Clamp=4-6",,0.3,2.73,1.87,170
"BHOSE-34","Hose, Heavy Duty Black        ","Livewell or Bilge             ","ID 3/4""  OD 31/32""/ Clamp= 4-4",,0.22,1.89,1.04,107
"BI-27024","Isolator 2 Alt 2 Batt 70 amp  ",,,,2,74.9425,52.9942,0
"BK1","Bolt Kit Jack Plate           ","TH Jack Plates                ",,,1.1,47,31.84,12
"BLM66X11","Steering Cable Rotary 11ft    ","Universal M66                 ","Installed- out of box         ",,6.3,95.9404,64.2153,0
"BLM66X25","Steering Cable Rotary 25ft    ","Universal M66                 ","INSTALLED                     ",,11.4,139.936,97.8786,0
"BL18-9125","Ear Clamp Kit w/ Crimp Tool   ","Oetiker                       ","CASE CRACKED                  ",,2.25,228.9771,111.8642,0
"BPA1100","Bilge Pump                    ","1100 GPH Auto w/Float Switch  ",,,0,37.7924,28.9197,0
"BPA2000","Bilge Pump                    ","2000 GPH Auto w/Float Switch  ",,,0,58.1557,44.4979,0
"BPA500","Bilge Pump                    ","500 GPH Auto w/Float Switch   ",,,0,36.3418,27.807,0
"BSR1","Bulk Head Hyd. Hose Strain    ","Relief Kit                    ",,"BSR-1K-DP           ",0,28.42,17.05,0
"BS1604K","Replacement Key for BS1604    ","Universal                     ",,,0.05,7.99,4.5,100
"BS1605K","Replacement Key for BS1605    ","Universal                     ",,,0.05,7.99,4.5,99
"BTEE-1","T-Fitting                     ","Seafirst                      ",,"HTO14BBS            ",0,32.9664,23.0785,64
"B501BT/L","Top Mount Binnacle w/Lock-Trim","Gunmetal                      ","Uflex                         ",,9,470.59,329.41,0
"B501BTL","Top Mount Binnacle w/Lock-Trim","Gunmetal                      ","Uflex                         ",,9,657.31,460.11,1
"B501BT3","Top Mount Binnacle w/Trim     ","Uflex                         ",,,9,470.59,329.41,0
"B77","Top Mount Binnacle w/Trim     ","Uflex                         ",,,9,469.99,309.77,0
"CABLECOVER-2","Outboard hose and cable cover ","ID - 2"" Black                 ","sold in 5 foot pieces         ",,0,29.33,17.6,465
"C14X06","Control Cable 6ft             ","J/E 1979 - Date / C14         ",,"CC20506             ",2,28.5271,20.3816,0
"C14X10","Control Cable 10ft            ","J/E 1979 - Date / C14         ",,"CC20510             ",1.6,27.0973,19.3513,0
"C14X16","Control Cable 16ft            ","J/E 1979 - Date / C14         ",,"CC20516             ",2.1,33.86,23.7,0
"C36X07","Control Cable 7ft             ","Mercury Gen II                ",,"883719A07           ",2,31.4669,22.4728,0
"C36X21","Control Cable 21ft            ","Mercury Gen II                ",,"883719A21           ",2.75,43.2857,30.909,0
"C4X9","Control Cable 9ft Type O      ","1978 & Earlier                ",,,0,13.9986,14.2814,0
"FOB28","Flexible Hoses Kit 28Ft       ","Uflex                         ","2 Pack                        ",,14,242.9357,173.4884,0
"F6N150","Wrappable Split Braided Tube  ","Universal 1.5""   5 Feet       ","Black                         ",,0.5,23.2199,15.1399,135
"F6N200","Wrappable Split Braided Tube  ","Universal 2""   5 Feet         ","Black                         ",,0.5,26.2499,17.1599,0
"HA5822","High Strength Tiller Bolt     ","Universal                     ","Fits All Hydra. Steer Systems ",,0.1,37.49,26.12,3
"HF-1","Hot Foot Mount                ","Universal                     ",,,5.3,249.24,165.16,8
"HLO14BOS","Fitting 90° (9/16)            ","350-Hsteer Only               ",,"HLO14B0S            ",0,16.1499,11.0999,382
"HSO14BS","Straight Fitting              ","350-Hsteer Only               ",,,0.001,16.1499,11.0999,66
"HS5151","Seal Kit, Steering Helm       ","Sea Star 1(Old Style)         ",,"HS5151              ",1,64.09,45.98,2
"HS5157","Hydraulic Seal Kit w/Wrench   ","Seastar, Front Mount          ","Screw in End Glands (2)       ","HS5157              ",0.6,241.59,157.68,8
"HS6","Hole Shot Plate for JP6HP     ",,,,2.9,49.945,35.4995,0
"K56","Adapter Kit                   ","Mercury                       ","Adapts C2 Cables to Merc      ","64-892790A01        ",0.12,30.31,21.21,48
"MC14X07","Control Cable, Mach 14, 7ft   ","J/E 1979 - Date               ","High Efficiency               ","CC63607             ",2,53.93,37.75,0
"MC14X16","Control Cable, Mach 14, 16ft  ","J/E 1979 - Date               ","High Efficiency               ","CC63616             ",2.5,66.63,46.64,4
"MS2","Motor Support Economy         ",,,,5,24.9975,16.7602,0
"M66X17","Steering Cable Rotary 17ft    ","Universal M66                 ",,,8.5,149.59,104.71,2
"M90X07","Steering Cable Rotary 7ft     ","Universal M90                 ","High Efficiency & Flexibility ",,4.9,165.31,115.71,0
"M90X08","Steering Cable Rotary 8ft     ","Universal M90                 ","High Efficiency & Flexibility ",,5.2,165.31,115.71,0
"M90X09","Steering Cable Rotary 9ft     ","Universal M90                 ","High Efficiency & Flexibility ",,5.6,165.31,115.71,0
"M90X10","Steering Cable Rotary 10ft    ","Universal M90                 ","High Efficiency & Flexibility ",,5.9,165.31,115.71,0
"M90X11","Steering Cable Rotary 11ft    ","Universal M90                 ","High Efficiency & Flexibility ",,6.3,165.31,115.71,0
"M90X12","Steering Cable Rotary 12ft    ","Universal M90                 ","High Efficiency & Flexibility ",,6.61,165.31,115.71,0
"M90X13","Steering Cable Rotary 13ft    ","Universal M90                 ","High Efficiency & Flexibility ",,7,165.31,115.71,0
"M90X14","Steering Cable Rotary 14ft    ","Universal M90                 ","High Efficiency & Flexibility ",,7.4,165.31,115.71,1
"M90X15","Steering Cable Rotary 15ft    ","Universal M90                 ","High Efficiency & Flexibility ",,7.7,165.31,115.71,2
"M90X16","Steering Cable Rotary 16ft    ","Universal M90                 ","High Efficiency & Flexibility ",,8.1,165.31,115.71,2
"M90X17","Steering Cable Rotary 17ft    ","Universal M90                 ","High Efficiency & Flexibility ",,8.5,165.31,115.71,0
"M90X18","Steering Cable Rotary 18ft    ","Universal M90                 ","High Efficiency & Flexibility ",,8.8,165.31,115.71,0
"M90X19","Steering Cable Rotary 19ft    ","Universal M90                 ","High Efficiency & Flexibility ",,9.1,165.31,115.71,0
"M90X20","Steering Cable Rotary 20ft    ","Universal M90                 ","High Efficiency & Flexibility ",,9.5,165.31,115.71,3
"M90X21","Steering Cable Rotary 21ft    ","Universal M90                 ","High Efficiency & Flexibility ",,9.8,233.92,163.74,2
"NTM814","Spade Terminal, Female        ",,,,1,0.5049,0.2576,0
"OBB16","Flexible Hoses Kit 16Ft       ","Uflex Bulkhead Fitting        ","Bend Restrictor; 2 Pack       ","KITOBBNBR-16'       ",8,222.04,155.43,1
"OBF1","Steering Cylinder Front Mount ","Uflex - See Application Chart ",,"UC128-OBF1          ",11.7,889.1,622.37,2
"OBF2","Steering Cylinder Front Mount ","Uflex - See Application Chart ",,"UC128-OBF2          ",11.7,889.1,622.37,0
"PMCX14","Control cable 14FT            ","Mercury Style                 ","High Efficiency               ","850716A 14          ",1.37,0,0,0
"PMC0X18","Control Cable, 18ft           ","Universal 33C Style           ","High Efficiency               ",,2.4,41.15,26.75,355
"PMC0X20","Control Cable, 20ft           ","Universal 33C Style           ","High Efficiency               ",,2.6,43.46,28.25,328
"PMC36X11","Control Cable, 11FT           ","Mercury Gen 2                 ","High Efficiency               ","883719A11           ",0,31.4238,22.4422,15
"PMC36X12","Control Cable, 12FT           ","Mercury Gen 2                 ","High Efficiency               ","883719A11           ",0,32.2158,23.0033,26
"PMC36X15","Control Cable, 15FT           ","Mercury Gen 2                 ","High Efficiency               ","883719A15           ",0,34.5696,24.6864,0
"PMC5X13","Control Cable 13FT            ","Mercury Style                 ","High Efficiency               ","850716A 13          ",0,35.38,23,44
"PMC5X15","Control Cable 15FT            ","Mercury Style                 ","High Efficiency               ","850716A 15          ",0,37.69,24.5,0
"PMC5X25","Control Cable 25FT            ","Mercury Style                 ","High Efficiency               ","850716A 25          ",0,49.23,32,3
"PMROT10","Steering System 10ft          ","Universal                     ",,,12.8,149.975,99.9596,0
"PMROT11","Steering System 11ft          ","Universal                     ",,,12.9,149.975,99.9596,0
"PMROT12","Steering System 12ft          ","Universal                     ",,,13.6,149.975,99.9596,0
"PMROT13","Steering System 13ft          ","Universal                     ",,,15,149.975,99.9596,0
"PMROT14","Steering System 14ft          ","Universal                     ",,,14,149.975,99.9596,0
"PMROT15","Steering System 15ft          ","Universal                     ",,,15,149.975,99.9596,0
"PMROT16","Steering System 16ft          ","Universal                     ",,,15,149.975,99.9596,0
"PMROT17","Steering System 17ft          ","Universal                     ",,,15.1,149.975,99.9596,0
"PMROT18","Steering System  18ft         ","Universal                     ",,,15.5,149.975,99.9596,0
"PMROT19","Steering System 19ft          ","Universal                     ",,,16,149.975,99.9596,0
"PMROT2-10","Steering System Dual Cable 10'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-11","Steering System Dual Cable 11'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-12","Steering System Dual Cable 12'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-13","Steering System Dual Cable 13'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-14","Steering System Dual Cable 14'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-15","Steering System Dual Cable 15'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-16","Steering System Dual Cable 16'","Rotary                        ",,,12,371.3729,265.21,0
"PMROT2-17","Steering System Dual Cable 17'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-18","Steering System Dual Cable 18'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-19","Steering System Dual Cable 19'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT2-20","Steering System Dual Cable 20'","Rotary                        ",,,12,371.3729,265.2158,0
"PMROT20","Steering System 20ft          ","Universal                     ",,,16,149.975,99.9596,0
"PM66X21","STEERING CABLEROTARY  21 FOOT ","UNIVERSAL M66                 ",,,0,144.9855,86.7085,0
"PM66X23","STEERING CABLE ROTARY 23 FOOT ","UNIVERSAL M66                 ",,,0,144.9855,86.7085,0
"PM66X25","STEERING CABLE ROTARY 25 FOOT ","UNIVERSAL M66                 ",,,0,144.9855,86.7085,0
"PM66X27","STEERING CABLE ROTARY 27 FOOT ","UNIVERSAL M66                 ",,,0,164.9835,107.1105,0
"PM66X28","STEERING CABLE ROTARY 28 FOOT ","UNIVERSAL M66                 ",,,13.08,181.4819,117.8216,21
"PM66X29","STEERING CABLE ROTARY 29 FOOT ","UNIVERSAL M66                 ",,,0,181.4819,117.8216,0
"POBB02","Flexible Hoses Kit 2Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,2.1,149.98,89.99,0
"POBB03","Flexible Hoses Kit 3Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,2.1,149.98,89.99,0
"POBB04","Flexible Hoses Kit 4Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,2.1,149.98,89.99,0
"POBB05","Flexible Hoses Kit 5Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,3,149.98,89.99,0
"POBB06","Flexible Hoses Kit 6Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,2.2,149.98,89.99,0
"POBB08","Flexible Hoses Kit 8Ft        ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,2.6,149.98,89.99,0
"POBB10","Flexible Hoses Kit 10Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,5,149.98,89.99,0
"POBB12","Flexible Hoses Kit 12Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,3,149.98,120,0
"POBB14","Flexible Hoses Kit 14Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,3.3,166.65,99.99,1
"POBB16","Flexible Hoses Kit 16Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,8,166.65,129.99,1
"POBB18","Flexible Hoses Kit 18Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,3.7,189,129.99,1
"POBB20","Flexible Hoses Kit 20Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,4,189,129.99,1
"POBB22","Flexible Hoses Kit 22Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,11,199.98,119.99,0
"POBB24","Flexible Hoses Kit 24Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,12,208.32,124.99,0
"POBB26","Flexible Hoses Kit 26Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,13,224.98,134.99,0
"POBB28","Flexible Hoses Kit 28Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,14,241.65,144.99,0
"POBB30","Flexible Hoses Kit 30Ft       ","Bulkhead Fitting              ","Bend Restrictor; 2 Pack       ",,15,258.32,154.99,0
"POB02","Flexible Hoses Kit 2Ft        ",,"2 Pack                        ","64-891667A01        ",4,84.99,63.74,0
"POB03","Flexible Hoses Kit 3Ft        ",,"2 Pack                        ",,2,87.99,65.99,0
"POB04","Flexible Hoses Kit 4Ft        ",,"2 Pack                        ",,8,91.99,68.99,2
"POB05","Flexible Hoses Kit 5Ft        ",,"2 Pack                        ",,2.5,94.99,71.24,1
"POB06","Flexible Hoses Kit 6Ft        ",,"2 Pack                        ",,3,99.99,74.25,1
"POB07","Flexible Hoses Kit 7Ft        ",,"2 Pack                        ",,3,99.99,74.25,0
"POB08","Flexible Hoses Kit 8Ft        ",,"2 Pack                        ",,2.11,99.99,74.25,2
"POB09","Flexible Hoses Kit 9Ft        ",,"2 Pack                        ",,2.11,99.99,74.25,0
"POB10","Flexible Hoses Kit 10Ft       ",,"2 Pack                        ",,2.4,99,74.25,2
"POB11","Flexible Hoses Kit 11Ft       ",,"2 Pack                        ",,2.4,99,74.25,0
"POB12","Flexible Hoses Kit 12Ft       ",,"2 Pack                        ",,2.51,122.14,99.99,1
"POB13","Flexible Hoses Kit 13Ft       ",,"2 Pack                        ",,2.51,126.78,88.75,0
